idade,estado_civil,dia_da_semana,duracao,qtd_contatos_campanha,qtd_contatos_total,resultado,outlier
55,solteiro,seg,389,1,0,nao,0
53,casado,seg,64,1,0,nao,0
42,casado,seg,44,1,0,nao,0
53,casado,seg,126,1,0,nao,0
51,casado,seg,65,1,0,nao,0
49,casado,seg,265,1,0,nao,0
41,casado,seg,49,1,0,nao,0
48,divorciado,seg,219,1,1,nao,0
41,casado,seg,155,1,1,nao,0
55,casado,seg,81,1,0,nao,0
45,divorciado,seg,89,1,0,nao,0
55,casado,seg,1077,1,0,sim,1
49,divorciado,seg,192,1,0,nao,0
55,casado,seg,1303,1,0,sim,1
48,divorciado,seg,564,1,0,sim,0
52,divorciado,seg,79,2,0,nao,0
55,divorciado,seg,288,2,0,nao,0
38,casado,seg,99,1,0,nao,0
39,solteiro,seg,33,1,0,nao,0
39,solteiro,seg,125,1,0,nao,0
33,solteiro,seg,214,1,0,nao,0
40,divorciado,seg,121,1,0,nao,0
52,casado,seg,40,2,0,nao,0
41,divorciado,seg,57,1,0,nao,0
48,solteiro,seg,76,1,0,nao,0
40,divorciado,seg,364,1,0,nao,0
39,casado,seg,63,1,0,nao,0
29,solteiro,seg,378,1,0,nao,0
39,casado,seg,151,1,0,nao,0
51,casado,seg,81,1,0,nao,0
51,casado,seg,89,1,0,nao,0
41,divorciado,seg,479,1,0,nao,0
38,solteiro,seg,68,1,0,nao,0
41,solteiro,seg,108,1,0,nao,0
30,casado,seg,135,1,0,nao,0
32,solteiro,seg,302,1,1,nao,0
31,divorciado,seg,90,1,0,nao,0
35,divorciado,seg,38,1,0,nao,0
54,casado,seg,77,1,0,nao,0
35,casado,seg,81,1,0,nao,0
42,casado,seg,127,1,0,nao,0
58,casado,seg,114,1,0,nao,0
55,casado,seg,70,1,0,nao,0
43,casado,seg,55,1,0,nao,0
37,casado,seg,79,1,0,nao,0
54,casado,seg,238,1,0,nao,0
43,casado,seg,179,1,0,nao,0
55,casado,seg,120,1,0,nao,0
36,casado,seg,84,1,0,nao,0
48,divorciado,seg,309,1,0,nao,0
39,casado,seg,130,1,1,nao,0
36,casado,seg,38,1,1,nao,0
40,casado,seg,70,1,0,nao,0
47,casado,seg,70,1,0,nao,0
34,solteiro,seg,110,2,0,nao,0
36,casado,seg,206,1,0,nao,0
36,divorciado,seg,160,1,1,nao,0
42,casado,seg,176,1,0,nao,0
42,casado,seg,85,1,0,nao,0
39,casado,seg,483,1,1,nao,0
36,divorciado,seg,292,1,0,nao,0
31,solteiro,seg,68,2,1,nao,0
50,casado,seg,105,3,0,nao,0
39,casado,seg,107,1,0,nao,0
48,casado,seg,112,1,1,nao,0
35,casado,seg,70,1,1,nao,0
45,casado,seg,58,1,1,nao,0
39,casado,seg,97,2,0,nao,0
54,casado,seg,55,1,0,nao,0
45,casado,seg,150,1,0,nao,0
45,casado,seg,149,1,0,nao,0
37,casado,seg,96,1,0,nao,0
39,casado,seg,112,1,0,nao,0
57,casado,seg,40,1,0,nao,0
50,casado,seg,58,1,0,nao,0
49,casado,seg,259,1,0,nao,0
46,casado,seg,119,1,1,nao,0
40,casado,seg,16,1,0,nao,0
45,casado,seg,527,1,0,nao,0
42,casado,seg,94,1,1,nao,0
30,solteiro,seg,88,1,0,nao,0
42,casado,seg,140,1,0,nao,0
42,casado,seg,149,1,0,nao,0
42,casado,seg,76,1,0,nao,0
44,solteiro,seg,124,1,0,nao,0
46,casado,seg,90,2,1,nao,0
51,casado,seg,96,2,0,nao,0
42,casado,seg,109,2,0,nao,0
45,casado,seg,591,1,0,nao,0
38,casado,seg,508,1,1,nao,0
38,casado,seg,99,1,0,nao,0
49,casado,seg,118,1,0,nao,0
40,casado,seg,80,1,1,nao,0
49,casado,seg,165,1,0,nao,0
50,casado,seg,93,1,1,nao,0
41,solteiro,seg,64,1,0,nao,0
53,casado,seg,545,1,0,nao,0
48,solteiro,seg,434,2,0,sim,0
51,casado,seg,346,1,0,nao,0
42,casado,seg,164,2,1,nao,0
39,casado,seg,407,1,0,nao,0
46,casado,seg,61,1,1,nao,0
48,divorciado,seg,191,2,0,nao,0
46,casado,seg,110,1,1,nao,0
54,casado,seg,56,1,0,nao,0
31,solteiro,seg,412,1,0,nao,0
54,casado,seg,193,1,0,nao,0
44,casado,seg,180,1,0,nao,0
51,casado,seg,1070,1,0,nao,1
45,casado,seg,349,1,0,nao,0
31,divorciado,seg,266,2,0,nao,0
55,casado,seg,330,2,0,nao,0
54,casado,seg,59,1,0,nao,0
46,casado,seg,132,1,0,nao,0
53,divorciado,seg,125,1,0,nao,0
38,casado,seg,435,2,0,nao,0
42,casado,seg,1606,1,0,nao,1
54,casado,seg,216,1,0,nao,0
41,casado,seg,59,1,0,nao,0
35,solteiro,seg,214,1,0,nao,0
46,casado,seg,78,1,0,nao,0
45,casado,seg,275,1,0,nao,0
36,casado,seg,279,1,0,nao,0
46,casado,seg,173,1,0,nao,0
51,casado,seg,89,1,0,nao,0
40,casado,seg,215,1,1,nao,0
47,casado,seg,53,1,0,nao,0
40,casado,seg,890,1,0,sim,1
52,divorciado,seg,161,1,1,nao,0
47,casado,seg,97,1,0,nao,0
45,divorciado,seg,581,1,0,nao,0
46,casado,seg,116,1,0,nao,0
34,casado,seg,155,1,0,nao,0
37,solteiro,seg,70,1,0,nao,0
36,casado,seg,41,1,0,nao,0
36,casado,seg,104,1,0,nao,0
49,casado,seg,27,1,0,nao,0
52,divorciado,seg,578,1,0,nao,0
52,divorciado,seg,534,1,0,nao,0
56,casado,seg,52,1,0,nao,0
53,casado,seg,62,1,0,nao,0
53,casado,seg,169,1,1,nao,0
40,casado,seg,52,1,0,nao,0
39,casado,seg,66,1,0,nao,0
54,casado,seg,310,1,0,nao,0
43,casado,seg,150,2,0,nao,0
58,casado,seg,34,1,0,nao,0
58,casado,seg,49,1,0,nao,0
31,casado,seg,213,1,0,nao,0
30,solteiro,seg,104,2,0,nao,0
37,casado,seg,386,2,0,nao,0
58,casado,seg,73,1,0,nao,0
47,casado,seg,58,1,0,nao,0
47,casado,seg,138,1,1,nao,0
38,casado,seg,64,1,0,nao,0
38,casado,seg,112,1,0,nao,0
38,casado,seg,80,1,0,nao,0
35,solteiro,seg,42,2,0,nao,0
56,casado,seg,74,2,1,nao,0
37,casado,seg,148,2,0,nao,0
44,divorciado,seg,164,1,0,nao,0
52,casado,seg,67,1,0,nao,0
52,casado,seg,147,1,1,nao,0
43,casado,seg,190,1,1,nao,0
43,casado,seg,294,1,0,nao,0
45,divorciado,seg,86,1,0,nao,0
45,divorciado,seg,96,1,0,nao,0
51,casado,seg,113,1,0,nao,0
37,casado,seg,372,1,0,nao,0
35,divorciado,seg,49,3,0,nao,0
55,casado,seg,68,2,0,nao,0
54,casado,seg,94,2,0,nao,0
42,casado,seg,103,2,1,nao,0
39,casado,seg,60,2,1,nao,0
31,casado,seg,257,2,0,nao,0
52,divorciado,seg,89,2,1,nao,0
39,divorciado,seg,190,2,0,nao,0
36,casado,seg,77,2,0,nao,0
58,casado,seg,104,2,0,nao,0
42,casado,seg,651,2,1,sim,1
52,casado,seg,68,1,0,nao,0
40,casado,seg,205,2,0,nao,0
43,solteiro,seg,42,2,1,nao,0
52,casado,seg,98,1,0,nao,0
42,solteiro,seg,73,1,0,nao,0
42,casado,seg,55,1,1,nao,0
50,casado,seg,186,1,1,nao,0
33,solteiro,seg,69,1,0,nao,0
41,casado,seg,121,1,1,nao,0
50,casado,seg,249,1,0,nao,0
50,casado,seg,336,1,0,nao,0
45,casado,seg,73,1,0,nao,0
37,casado,seg,55,2,1,nao,0
42,casado,seg,657,1,0,nao,1
35,casado,seg,345,1,0,nao,0
43,casado,seg,65,1,0,nao,0
57,casado,seg,62,1,0,nao,0
50,casado,seg,77,1,1,nao,0
50,casado,seg,102,1,0,nao,0
32,solteiro,seg,137,1,1,nao,0
34,casado,seg,2462,2,0,sim,1
30,solteiro,seg,213,1,0,nao,0
45,casado,seg,696,2,0,sim,1
50,casado,seg,1449,1,0,nao,1
45,divorciado,seg,188,1,0,nao,0
36,casado,seg,391,1,0,nao,0
54,casado,seg,56,1,0,nao,0
46,divorciado,seg,77,2,0,nao,0
32,casado,seg,160,1,0,nao,0
39,casado,seg,407,1,0,nao,0
36,solteiro,seg,406,1,0,nao,0
47,divorciado,seg,104,1,1,nao,0
31,solteiro,seg,560,2,0,nao,0
46,divorciado,seg,168,1,0,nao,0
54,casado,seg,167,2,0,nao,0
45,casado,seg,623,1,1,nao,1
39,casado,seg,102,1,0,nao,0
39,casado,seg,71,1,1,nao,0
36,casado,seg,264,2,0,nao,0
50,casado,seg,199,1,0,nao,0
49,casado,seg,96,1,0,nao,0
52,divorciado,seg,529,2,0,nao,0
36,casado,seg,64,1,0,nao,0
46,casado,seg,165,1,0,nao,0
46,casado,seg,141,1,0,nao,0
33,casado,seg,94,1,0,nao,0
36,casado,seg,499,3,0,nao,0
46,casado,seg,64,3,0,nao,0
43,casado,seg,107,2,0,nao,0
56,casado,seg,76,2,0,nao,0
38,solteiro,seg,1081,1,1,nao,1
36,casado,seg,251,2,0,nao,0
33,solteiro,seg,101,1,0,nao,0
46,casado,seg,504,1,1,nao,0
40,casado,seg,111,2,0,nao,0
42,casado,seg,215,3,0,nao,0
46,casado,seg,622,1,0,nao,1
40,divorciado,seg,325,2,0,nao,0
53,casado,seg,181,1,0,nao,0
53,casado,seg,166,1,1,nao,0
34,casado,seg,105,1,0,nao,0
34,casado,seg,54,1,0,nao,0
57,casado,seg,89,2,0,nao,0
47,casado,seg,240,1,0,nao,0
32,solteiro,seg,92,1,1,nao,0
42,solteiro,seg,124,1,1,nao,0
42,solteiro,seg,86,1,1,nao,0
40,casado,seg,55,1,0,nao,0
37,casado,seg,52,1,0,nao,0
32,casado,seg,105,1,0,nao,0
38,casado,seg,63,2,0,nao,0
58,divorciado,seg,48,1,0,nao,0
40,solteiro,seg,14,1,0,nao,0
54,casado,seg,287,1,0,nao,0
40,solteiro,seg,120,1,0,nao,0
38,solteiro,seg,253,1,1,nao,0
40,solteiro,seg,158,1,0,nao,0
29,casado,seg,142,1,1,nao,0
42,casado,seg,131,1,0,nao,0
46,casado,seg,174,1,1,nao,0
54,divorciado,seg,62,1,0,nao,0
50,casado,seg,209,2,0,nao,0
53,casado,seg,352,1,0,nao,0
42,casado,seg,62,1,1,nao,0
40,casado,seg,128,1,1,nao,0
42,casado,seg,120,1,0,nao,0
42,casado,seg,119,1,0,nao,0
38,casado,seg,240,1,1,nao,0
42,casado,seg,375,1,0,nao,0
31,solteiro,seg,984,1,0,sim,1
37,divorciado,seg,74,1,1,nao,0
36,casado,seg,131,1,0,nao,0
38,casado,seg,117,2,0,nao,0
46,casado,seg,947,1,0,sim,1
44,divorciado,seg,101,2,0,nao,0
48,divorciado,seg,90,1,0,nao,0
44,casado,seg,114,1,0,nao,0
33,casado,seg,318,1,0,nao,0
33,divorciado,seg,76,2,0,nao,0
57,casado,seg,168,2,0,nao,0
32,casado,seg,348,1,0,nao,0
47,divorciado,seg,213,2,0,nao,0
36,solteiro,seg,200,2,1,nao,0
47,casado,seg,135,1,0,nao,0
53,casado,seg,44,1,0,nao,0
55,solteiro,seg,165,1,0,nao,0
38,casado,seg,70,2,0,nao,0
36,divorciado,seg,166,2,1,nao,0
32,casado,seg,943,1,0,sim,1
42,divorciado,seg,191,2,0,nao,0
32,divorciado,seg,134,1,0,nao,0
29,casado,seg,58,1,1,nao,0
55,casado,seg,277,3,0,nao,0
29,casado,seg,155,1,0,nao,0
29,solteiro,seg,183,1,0,nao,0
45,casado,seg,554,2,0,nao,0
33,casado,seg,218,2,0,nao,0
48,casado,seg,218,1,0,nao,0
29,solteiro,seg,51,2,0,nao,0
31,solteiro,seg,182,3,0,nao,0
52,casado,seg,96,2,0,nao,0
52,solteiro,seg,472,2,0,nao,0
35,casado,seg,540,2,0,sim,0
48,casado,seg,323,3,0,nao,0
39,casado,seg,187,1,1,nao,0
46,casado,seg,76,3,0,nao,0
43,casado,seg,139,2,1,nao,0
46,casado,seg,581,3,0,nao,0
41,casado,seg,268,2,0,nao,0
31,casado,seg,37,1,0,nao,0
53,casado,seg,53,1,0,nao,0
44,solteiro,seg,396,3,0,nao,0
47,divorciado,seg,131,2,0,nao,0
31,casado,seg,369,1,0,nao,0
32,casado,seg,161,1,0,nao,0
32,casado,seg,111,1,0,nao,0
39,solteiro,seg,78,2,0,nao,0
44,solteiro,seg,184,3,0,nao,0
38,divorciado,seg,136,2,1,nao,0
31,solteiro,seg,44,1,1,nao,0
30,divorciado,seg,48,1,0,nao,0
35,solteiro,seg,128,2,0,nao,0
35,casado,seg,146,1,0,nao,0
29,casado,seg,127,1,0,nao,0
32,casado,seg,256,2,0,nao,0
39,casado,seg,74,1,1,nao,0
52,divorciado,seg,190,1,0,nao,0
53,casado,seg,57,1,0,nao,0
39,casado,seg,58,1,0,nao,0
32,solteiro,seg,223,1,1,nao,0
46,casado,seg,254,1,0,nao,0
48,casado,seg,50,1,1,nao,0
35,casado,seg,115,2,0,nao,0
40,casado,seg,143,2,0,nao,0
52,divorciado,seg,734,1,0,nao,1
31,solteiro,seg,62,1,0,nao,0
35,casado,seg,171,1,0,nao,0
48,casado,seg,159,1,0,nao,0
34,casado,seg,56,1,0,nao,0
34,casado,seg,113,1,0,nao,0
31,casado,seg,69,1,0,nao,0
54,solteiro,seg,158,1,1,nao,0
31,casado,seg,60,1,1,nao,0
56,casado,seg,578,1,0,nao,0
34,casado,seg,355,1,0,nao,0
31,casado,seg,332,1,0,nao,0
45,casado,seg,113,1,0,nao,0
55,casado,seg,147,1,0,nao,0
48,casado,seg,52,1,0,nao,0
48,casado,seg,106,1,0,nao,0
45,casado,seg,789,1,0,sim,1
55,casado,seg,73,1,1,nao,0
32,solteiro,seg,66,2,0,nao,0
50,casado,seg,116,2,1,nao,0
39,casado,seg,501,1,0,nao,0
55,divorciado,seg,179,1,1,nao,0
55,casado,seg,40,1,0,nao,0
40,solteiro,seg,99,1,1,nao,0
40,solteiro,seg,180,1,0,nao,0
39,casado,seg,310,1,0,nao,0
39,casado,seg,148,1,0,nao,0
36,casado,seg,88,2,0,nao,0
53,casado,seg,158,2,0,nao,0
42,casado,seg,65,2,1,nao,0
42,divorciado,seg,199,2,0,nao,0
46,casado,seg,48,1,0,nao,0
30,solteiro,seg,711,1,0,nao,1
46,casado,seg,48,1,1,nao,0
35,casado,seg,747,1,0,nao,1
35,casado,seg,690,1,0,nao,1
36,casado,seg,48,2,0,nao,0
35,divorciado,seg,159,2,1,nao,0
30,solteiro,seg,563,2,0,nao,0
46,casado,seg,431,1,0,nao,0
42,casado,seg,90,4,1,nao,0
32,solteiro,seg,109,2,0,nao,0
42,casado,seg,295,1,0,nao,0
34,casado,seg,196,2,0,nao,0
46,casado,seg,836,1,1,nao,1
37,casado,seg,94,2,1,nao,0
46,casado,seg,171,1,1,nao,0
39,solteiro,seg,590,3,0,nao,0
38,casado,seg,136,1,0,nao,0
34,casado,seg,788,1,0,sim,1
46,casado,seg,569,1,0,nao,0
42,divorciado,seg,70,1,0,nao,0
42,divorciado,seg,124,1,0,nao,0
38,casado,seg,555,1,0,nao,0
44,divorciado,seg,231,1,0,nao,0
42,casado,seg,226,2,0,nao,0
52,casado,seg,173,2,0,nao,0
32,solteiro,seg,333,2,0,nao,0
35,casado,seg,131,2,0,nao,0
43,divorciado,seg,92,3,0,nao,0
31,solteiro,seg,118,2,0,nao,0
58,casado,seg,224,2,1,nao,0
37,solteiro,seg,283,2,0,nao,0
51,casado,seg,326,2,0,nao,0
40,solteiro,seg,421,2,0,nao,0
31,solteiro,seg,130,3,0,nao,0
42,divorciado,seg,295,2,1,nao,0
34,solteiro,seg,113,2,0,nao,0
35,casado,seg,101,2,1,nao,0
49,casado,seg,79,2,1,nao,0
41,casado,seg,60,2,0,nao,0
48,casado,seg,694,2,0,nao,1
46,casado,seg,78,2,1,nao,0
44,casado,seg,291,3,0,nao,0
50,casado,seg,55,2,0,nao,0
50,divorciado,seg,609,2,1,nao,1
40,casado,seg,1121,2,0,nao,1
34,casado,seg,564,2,0,nao,0
31,casado,seg,673,2,0,nao,1
32,casado,seg,1091,2,1,sim,1
34,solteiro,seg,62,2,1,nao,0
33,solteiro,seg,98,2,0,nao,0
32,solteiro,seg,242,2,0,nao,0
39,casado,seg,148,2,1,nao,0
38,casado,seg,204,2,0,nao,0
40,divorciado,seg,124,2,0,nao,0
36,solteiro,seg,85,2,0,nao,0
31,casado,seg,165,2,0,nao,0
46,casado,seg,148,2,0,nao,0
36,casado,seg,193,2,1,nao,0
33,casado,seg,309,3,1,nao,0
53,casado,seg,242,3,1,nao,0
43,casado,seg,170,2,0,nao,0
46,casado,seg,130,2,1,nao,0
37,casado,seg,151,2,1,nao,0
38,casado,seg,221,2,0,nao,0
57,divorciado,seg,117,2,1,nao,0
42,casado,seg,116,2,0,nao,0
51,casado,seg,178,2,1,nao,0
53,casado,seg,228,4,0,nao,0
43,divorciado,seg,488,2,0,nao,0
43,casado,seg,49,2,0,nao,0
35,casado,seg,142,3,0,nao,0
35,casado,seg,63,2,0,nao,0
40,casado,seg,69,2,0,nao,0
37,casado,seg,176,2,0,nao,0
43,solteiro,seg,507,2,0,nao,0
36,casado,seg,1735,2,0,nao,1
49,casado,seg,340,2,1,nao,0
42,casado,seg,126,2,1,nao,0
57,casado,seg,1132,2,0,sim,1
38,solteiro,seg,501,2,0,nao,0
55,solteiro,seg,286,2,0,nao,0
41,divorciado,seg,110,2,0,nao,0
55,solteiro,seg,99,2,0,nao,0
51,casado,seg,198,2,0,nao,0
41,casado,seg,184,4,0,nao,0
49,casado,seg,308,3,0,nao,0
48,casado,seg,156,2,0,nao,0
34,divorciado,seg,212,2,0,nao,0
50,casado,seg,35,3,0,nao,0
46,casado,seg,725,2,0,nao,1
52,casado,seg,127,4,1,nao,0
43,casado,seg,70,3,0,nao,0
35,casado,seg,330,2,0,nao,0
39,casado,seg,272,2,0,nao,0
35,casado,seg,397,2,0,nao,0
43,casado,seg,222,2,0,nao,0
46,casado,seg,333,2,1,nao,0
52,solteiro,seg,77,2,0,nao,0
53,casado,seg,212,3,0,nao,0
33,solteiro,seg,288,2,0,nao,0
52,casado,seg,215,3,0,nao,0
53,casado,seg,536,2,0,nao,0
39,casado,seg,57,4,1,nao,0
41,casado,seg,145,2,0,nao,0
31,solteiro,seg,113,2,1,nao,0
31,divorciado,seg,107,2,0,nao,0
36,casado,seg,86,2,0,nao,0
37,casado,seg,188,2,1,nao,0
52,casado,seg,85,2,0,nao,0
50,casado,seg,595,2,0,nao,0
35,casado,seg,140,2,0,nao,0
33,casado,seg,681,2,0,nao,1
36,casado,seg,139,3,0,nao,0
45,solteiro,seg,61,2,1,nao,0
41,casado,seg,149,2,0,nao,0
41,casado,seg,44,2,0,nao,0
35,casado,seg,273,2,1,nao,0
52,casado,seg,102,3,0,nao,0
37,casado,seg,99,3,0,nao,0
46,casado,seg,966,3,0,nao,1
39,casado,seg,49,3,0,nao,0
40,casado,seg,132,2,0,nao,0
30,casado,seg,329,2,0,nao,0
52,casado,seg,22,3,0,nao,0
44,casado,seg,200,1,1,nao,0
53,divorciado,seg,179,1,0,nao,0
53,divorciado,seg,93,1,0,nao,0
53,divorciado,seg,68,1,0,nao,0
44,casado,seg,1210,2,1,sim,1
44,casado,seg,353,1,1,nao,0
53,divorciado,seg,107,1,1,nao,0
53,divorciado,seg,247,1,0,nao,0
45,divorciado,seg,220,4,1,nao,0
35,casado,seg,211,2,1,nao,0
35,casado,seg,960,2,0,nao,1
44,casado,seg,762,1,0,nao,1
57,divorciado,seg,181,4,0,nao,0
43,casado,seg,414,2,0,nao,0
33,casado,seg,150,1,0,nao,0
52,divorciado,seg,652,2,1,sim,1
45,casado,seg,446,3,0,nao,0
30,casado,seg,209,1,0,nao,0
37,casado,seg,210,1,0,nao,0
48,casado,seg,301,1,0,nao,0
30,casado,seg,415,1,0,nao,0
41,casado,seg,264,4,0,nao,0
42,casado,seg,81,4,1,nao,0
51,casado,seg,189,1,0,nao,0
52,casado,seg,172,3,0,nao,0
42,divorciado,seg,151,3,1,nao,0
45,casado,seg,487,1,0,nao,0
32,casado,seg,249,1,1,nao,0
37,casado,seg,215,1,0,nao,0
40,casado,seg,108,3,0,nao,0
37,casado,seg,17,1,1,nao,0
41,casado,seg,295,1,0,nao,0
33,casado,seg,292,1,0,nao,0
37,casado,seg,454,1,0,sim,0
50,casado,seg,92,1,0,nao,0
51,divorciado,seg,94,1,0,nao,0
31,solteiro,seg,104,1,0,nao,0
58,casado,seg,318,1,0,nao,0
50,casado,seg,408,1,1,nao,0
43,casado,seg,252,3,0,nao,0
33,solteiro,seg,293,5,1,nao,0
37,casado,seg,1012,1,0,nao,1
42,casado,ter,154,2,0,nao,0
50,casado,ter,166,1,0,nao,0
43,casado,ter,127,1,0,nao,0
50,casado,ter,336,1,0,nao,0
36,solteiro,ter,82,1,1,nao,0
55,casado,ter,514,2,0,sim,0
56,casado,ter,44,1,1,nao,0
34,casado,ter,105,1,0,nao,0
31,casado,ter,41,1,1,nao,0
51,casado,ter,143,1,0,nao,0
44,casado,ter,189,1,0,nao,0
34,divorciado,ter,41,1,0,nao,0
35,divorciado,ter,143,1,0,nao,0
34,divorciado,ter,150,1,0,nao,0
41,solteiro,ter,41,2,0,nao,0
37,divorciado,ter,237,1,0,nao,0
43,casado,ter,42,1,0,nao,0
43,casado,ter,99,1,0,nao,0
50,divorciado,ter,46,1,0,nao,0
55,solteiro,ter,204,2,0,nao,0
49,divorciado,ter,295,2,0,nao,0
39,casado,ter,88,1,0,nao,0
56,casado,ter,79,1,0,nao,0
31,casado,ter,104,1,1,nao,0
31,casado,ter,102,1,0,nao,0
31,casado,ter,64,1,0,nao,0
53,divorciado,ter,233,1,0,nao,0
47,casado,ter,94,1,0,nao,0
54,casado,ter,139,4,1,nao,0
47,casado,ter,65,1,1,nao,0
40,casado,ter,55,1,1,nao,0
47,casado,ter,283,2,0,nao,0
43,casado,ter,326,1,0,nao,0
43,casado,ter,465,1,0,nao,0
54,solteiro,ter,67,1,0,nao,0
54,solteiro,ter,119,1,1,nao,0
41,casado,ter,140,1,0,nao,0
34,solteiro,ter,386,1,0,nao,0
30,solteiro,ter,228,1,1,nao,0
35,casado,ter,114,2,0,nao,0
48,casado,ter,67,1,0,nao,0
41,casado,ter,57,1,0,nao,0
36,casado,ter,130,1,0,nao,0
57,casado,ter,93,1,0,nao,0
41,casado,ter,176,1,0,nao,0
37,solteiro,ter,79,2,0,nao,0
50,casado,ter,1978,1,0,sim,1
36,casado,ter,101,5,0,nao,0
56,casado,ter,105,1,0,nao,0
34,casado,ter,95,1,0,nao,0
34,casado,ter,64,1,1,nao,0
34,casado,ter,91,1,0,nao,0
40,casado,ter,40,1,0,nao,0
34,casado,ter,138,1,0,nao,0
52,casado,ter,54,1,0,nao,0
40,casado,ter,67,1,1,nao,0
40,casado,ter,1122,2,1,sim,1
34,casado,ter,164,1,1,nao,0
35,casado,ter,95,1,0,nao,0
35,casado,ter,72,1,0,nao,0
41,casado,ter,854,1,0,sim,1
35,casado,ter,114,1,0,nao,0
49,casado,ter,116,1,0,nao,0
32,casado,ter,105,1,1,nao,0
40,casado,ter,348,1,0,nao,0
44,divorciado,ter,365,1,0,nao,0
44,solteiro,ter,155,1,0,nao,0
31,divorciado,ter,290,1,1,nao,0
36,solteiro,ter,94,1,0,nao,0
40,casado,ter,53,1,1,nao,0
37,casado,ter,39,1,0,nao,0
53,casado,ter,76,1,0,nao,0
32,solteiro,ter,36,1,0,nao,0
51,casado,ter,132,1,0,nao,0
34,casado,ter,333,1,0,nao,0
35,casado,ter,155,1,0,nao,0
35,solteiro,ter,106,1,0,nao,0
33,casado,ter,184,1,0,nao,0
51,casado,ter,271,1,1,nao,0
29,solteiro,ter,224,1,0,nao,0
51,casado,ter,144,1,0,nao,0
30,solteiro,ter,55,1,0,nao,0
58,casado,ter,82,1,0,nao,0
36,casado,ter,52,3,0,nao,0
33,casado,ter,341,1,0,nao,0
32,casado,ter,47,1,0,nao,0
32,casado,ter,55,1,0,nao,0
35,solteiro,ter,51,1,1,nao,0
40,casado,ter,71,1,0,nao,0
35,solteiro,ter,76,1,0,nao,0
51,casado,ter,62,1,0,nao,0
33,casado,ter,52,1,0,nao,0
39,divorciado,ter,46,1,0,nao,0
32,casado,ter,368,1,0,nao,0
50,divorciado,ter,132,1,0,nao,0
33,casado,ter,111,1,1,nao,0
56,divorciado,ter,79,1,0,nao,0
29,casado,ter,42,1,0,nao,0
32,casado,ter,295,1,0,nao,0
40,casado,ter,134,1,0,nao,0
38,solteiro,ter,76,1,0,nao,0
39,divorciado,ter,194,1,0,nao,0
33,casado,ter,214,1,0,nao,0
31,divorciado,ter,51,1,0,nao,0
42,divorciado,ter,278,2,0,nao,0
43,casado,ter,188,1,0,nao,0
38,casado,ter,154,1,0,nao,0
52,casado,ter,79,1,0,nao,0
43,casado,ter,89,1,0,nao,0
31,solteiro,ter,58,1,0,nao,0
33,casado,ter,84,2,0,nao,0
43,casado,ter,145,2,0,nao,0
31,divorciado,ter,346,1,0,nao,0
52,casado,ter,75,1,1,nao,0
40,casado,ter,181,1,1,nao,0
38,casado,ter,213,1,0,nao,0
30,casado,ter,340,2,0,nao,0
38,casado,ter,353,1,0,nao,0
51,casado,ter,104,2,1,nao,0
37,divorciado,ter,1268,2,0,nao,1
33,casado,ter,47,1,0,nao,0
36,divorciado,ter,59,1,1,nao,0
39,casado,ter,108,1,0,nao,0
36,divorciado,ter,132,1,0,nao,0
55,casado,ter,86,1,0,nao,0
41,casado,ter,61,1,0,nao,0
33,casado,ter,273,1,1,nao,0
32,casado,ter,121,1,0,nao,0
41,casado,ter,88,1,0,nao,0
46,casado,ter,50,1,1,nao,0
29,solteiro,ter,636,1,0,nao,1
31,solteiro,ter,466,1,0,nao,0
31,casado,ter,110,1,0,nao,0
44,divorciado,ter,132,1,0,nao,0
31,casado,ter,111,2,1,nao,0
34,casado,ter,135,3,0,nao,0
46,casado,ter,281,1,0,nao,0
35,casado,ter,276,1,1,nao,0
43,casado,ter,74,1,0,nao,0
39,solteiro,ter,274,1,0,nao,0
31,casado,ter,71,2,0,nao,0
54,divorciado,ter,79,2,1,nao,0
30,casado,ter,196,1,0,nao,0
43,solteiro,ter,175,1,1,nao,0
48,casado,ter,319,2,1,nao,0
48,casado,ter,71,1,0,nao,0
39,solteiro,ter,714,1,1,nao,1
52,casado,ter,67,1,0,nao,0
54,casado,ter,149,2,0,nao,0
56,solteiro,ter,635,5,0,nao,1
39,solteiro,ter,95,1,0,nao,0
32,solteiro,ter,63,1,0,nao,0
51,casado,ter,280,2,0,nao,0
39,casado,ter,107,1,0,nao,0
39,casado,ter,51,1,0,nao,0
37,casado,ter,850,2,0,nao,1
52,casado,ter,486,1,0,sim,0
47,divorciado,ter,253,1,1,nao,0
37,casado,ter,118,1,0,nao,0
49,casado,ter,132,3,0,nao,0
36,casado,ter,141,2,0,nao,0
35,casado,ter,169,2,0,nao,0
48,casado,ter,835,1,0,nao,1
37,divorciado,ter,200,1,0,nao,0
39,casado,ter,95,1,0,nao,0
39,casado,ter,122,2,0,nao,0
48,solteiro,ter,148,1,1,nao,0
33,casado,ter,51,1,0,nao,0
32,casado,ter,132,2,0,nao,0
38,casado,ter,180,2,1,nao,0
30,solteiro,ter,835,1,0,sim,1
36,casado,ter,144,1,0,nao,0
50,casado,ter,90,1,0,nao,0
50,casado,ter,129,1,1,nao,0
34,casado,ter,54,1,1,nao,0
30,casado,ter,613,1,0,nao,1
54,casado,ter,150,2,1,nao,0
32,casado,ter,162,2,0,nao,0
52,solteiro,ter,296,1,1,nao,0
